auc,acc,f1,precision,recall,specificity,loss,threshold,model_family,fourier_mode,regime,seed,run_name
0.4538401905206159,0.4619594473353669,0.502942395358475,0.5126732004055424,0.4935741011875711,0.4230846169233846,3.378258103674108,0.5,mobilenet,frequency_3,finetune,2025,
0.5556789574931418,0.5264668939529876,0.5089318943059173,0.594435992175614,0.4449324873922238,0.6267253450690138,1.954397732561285,0.5,mobilenet,concat_frequency,finetune,7,seed_7
0.5343919280033004,0.5055625336443568,0.4932413793103448,0.567258883248731,0.4363103953147877,0.5907181436287258,1.6998688808896325,0.5,mobilenet,concat_frequency,finetune,42,seed_42
0.5713288745271423,0.5440516777319218,0.5422446406052963,0.6074672048435923,0.4896697576053359,0.6109221844368874,2.674878889864141,0.5,mobilenet,concat_frequency,finetune,123,seed_123
0.5551081584463956,0.537591961241701,0.5388332140300645,0.5987273811891032,0.4898324385879291,0.5963192638527706,2.392419984394854,0.5,mobilenet,concat_frequency,finetune,2024,seed_2024
0.6010619237886946,0.5619056163646151,0.5554038058818174,0.630686517783292,0.4961769969090613,0.6427285457091418,2.9248524524948816,0.5,mobilenet,concat_frequency,finetune,2025,seed_2025
0.7040458522809167,0.6556612237574018,0.6698210598761184,0.7107905787840059,0.633317065235074,0.6831366273254651,3.977225200696425,0.5,resnet,none,finetune,7,
0.7102754209537205,0.650995872958909,0.6664951989026063,0.7045495740438644,0.6323409793395152,0.6739347869573915,3.0469755327159707,0.5,resnet,none,finetune,42,
0.6906063171313293,0.6416651713619236,0.6677204658901831,0.6832964413417334,0.6528387831462502,0.6279255851170235,3.4086809022860094,0.5,resnet,none,finetune,123,
0.6450808951443778,0.6274896823972725,0.6641863474603689,0.6604471610101335,0.6679681145274118,0.5777155431086217,3.266297298398885,0.5,resnet,none,finetune,987,
0.7317878249474524,0.66517136192356,0.6740041928721174,0.7277872099603848,0.6276232308443143,0.7113422684536908,2.285541874441233,0.5,resnet,none,finetune,2024,
0.663312652769695,0.6068544769424009,0.6126922397030228,0.6707954325527385,0.5638522856678054,0.6597319463892779,2.957712498578158,0.5,resnet,none,finetune,2025,
0.428705685825631,0.4786470482684371,0.5733166899184963,0.5224839400428265,0.6351065560435986,0.2862572514502901,4.52124333652583,0.5,resnet,magnitude,finetune,7,
