model_family,fourier_mode,regime,split,auc_mean,auc_std,acc_mean,acc_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,specificity_mean,specificity_std,loss_mean,loss_std
resnet,concat,finetune,test_d,0.6661683787896602,0.02275372753040402,0.6046749877711641,0.021410193087504498,0.6136344793408404,0.03858848695477166,0.6964713481340707,0.010495306021306721,0.5506904978676506,0.05958689546448432,0.6772634725909126,0.03700870370663337,3.4344835808266096,1.3369661322664228
resnet,concat,finetune,val,0.9696835213828621,0.0022162155618461296,0.9152582398566803,0.008266669482208094,0.929056389638184,0.00687840152143963,0.9319869014231372,0.008137987041018759,0.9261593529824879,0.006796380726878417,0.8989692117601258,0.01244408784405681,0.5303651824352021,0.10629290408322761
resnet,concat_frequency,finetune,test,0.8337399626075873,0.007226230178334344,0.7469285011569303,0.008462477946838732,0.7607759843594166,0.010297105063310162,0.8306113965517584,0.009195892908794958,0.7020288466145959,0.018382473361922457,0.8073013582124172,0.014829467449033611,1.1421078768602206,0.2347238005074476
resnet,concat_frequency,finetune,test_d,0.6865648931839957,0.010278131734627584,0.6401666419341897,0.012415657612295962,0.6773368942606901,0.022625130284552628,0.696747041143311,0.008609368024473742,0.6605759739326273,0.046865635148789254,0.6127238988685859,0.03957038061033988,3.0795498518114335,1.1196696797902146
resnet,concat_frequency,finetune,val,0.9218652419326603,0.005703576358560617,0.8454333855852555,0.008117409345165104,0.8700883671604295,0.006812243831942734,0.8762692647212198,0.0073878124203859185,0.8640085181577218,0.007343367899134848,0.8176774259068059,0.011437263147908522,0.729404387676371,0.16878188440786118
resnet,frequency_3,finetune,test,0.7499657273245973,0.005800398258729215,0.6855347985951953,0.003744566843841022,0.7333989689267775,0.007535396834157878,0.7139417274592806,0.01176758962737738,0.7547769418755091,0.027386281191981075,0.5924306074585706,0.037346131809584855,1.5551862404930161,0.5354397005107449
resnet,frequency_3,finetune,test_d,0.5364858404724454,0.005228384398689355,0.5413543504427113,0.007403262342449867,0.6149618919859959,0.029629599365791712,0.5927619890730501,0.004969489574853312,0.6422981455747759,0.06569874873098427,0.4056235664029278,0.07158031289149372,3.333074649769028,0.8014565959606486
resnet,frequency_3,finetune,val,0.8267828994676929,0.005320245391969221,0.7442085190990955,0.0039059409374064607,0.7827567460788565,0.005599753580807667,0.79695879509805,0.012436533813363322,0.7695521170793593,0.020050034502731604,0.7063387552681911,0.029265642676432047,1.0520956168980817,0.29877834316484364
resnet,magnitude,finetune,test,0.7502957260738595,0.009229566394020271,0.6855084172863526,0.007163046095494492,0.7315477869447232,0.009008214016302965,0.7166133687989071,0.009416157879707879,0.7476122478317121,0.023362845319243694,0.6020025257081003,0.0279555272572081,1.478166673587808,0.21421386404676343
resnet,magnitude,finetune,test_d,0.5409163402813905,0.013217275762805212,0.5468724408756396,0.006984008327675142,0.626814169168821,0.01359993388936061,0.5939488445063168,0.006190234316621496,0.66438066030955,0.03314301869618158,0.3888688435865055,0.04013707743583469,3.6180333362287547,0.515919847317021
resnet,magnitude,finetune,val,0.8227720238295644,0.004415446824810209,0.7395465618913839,0.005214260221854594,0.7789359181952438,0.0063295272318258005,0.7924183005652944,0.009092665998199885,0.7662060216125598,0.0170434074866196,0.6997105668489023,0.02215006976986059,1.021333230637771,0.1433089924066959
resnet,none,finetune,test,0.8844682350361375,0.011319280170064163,0.7771340005606028,0.019404538129278195,0.7798845984761302,0.02375920463006153,0.8977458804921096,0.009691707911509714,0.6899650198859553,0.03492504880212398,0.8943429293059457,0.011383764712373484,1.3069555046310581,0.15051209751198846
resnet,none,finetune,test_d,0.664747901422923,0.008710430527708075,0.6119276492604989,0.017696672588639068,0.6175359679886624,0.0299868388954657,0.7090926721886996,0.010381776873820924,0.5481431788777613,0.04482867788802015,0.6976933584185974,0.02509052351690583,3.700816436857591,0.8447562914821962
resnet,none,finetune,val,0.9821441903571602,0.0011673903411312686,0.9355129849419461,0.0024070427155380224,0.9457089913764625,0.001987803848506863,0.954049896077865,0.0029873402956109582,0.9375161414557894,0.0018194292175094304,0.9325197610060764,0.004549646983674706,0.2955435828478345,0.03660126092313976
resnet,phase,finetune,test,0.6467348961457807,0.007160887297447672,0.6069987413917239,0.0060998366086467744,0.6477391111220341,0.010137141293993832,0.6664201299532531,0.005697312276386374,0.6303914897695145,0.020131708883171052,0.575544444730806,0.019930093431758167,1.3521143814950674,0.4695081664450891
resnet,phase,finetune,test_d,0.5211021925782768,0.0023928669797318985,0.5403276778402502,0.00663497010573928,0.6260746185496442,0.013043845005743503,0.5866384326085365,0.002232859183993984,0.67162968997077,0.027743360462559014,0.36377670678590757,0.02276625812553634,2.5359609302504147,0.9294951571531305
resnet,phase,finetune,val,0.7355338439139979,0.00412748324639792,0.6677008475668926,0.002401898612998433,0.7208309300240443,0.003825080206590628,0.7256395343981354,0.004784623203236919,0.7162094198137786,0.010831311727223075,0.5952167363450178,0.015080458592119978,1.1650622170572171,0.4231347281916467
vit,complex,finetune,test,0.5700814875606397,0.008685792523306368,0.5734922807191106,2.457933329420414e-06,0.7289415903648214,1.1386748511038828e-06,0.5734918118950392,1.409610836491255e-06,1.0,0.0,2.5772531635782583e-06,5.762913268987371e-06,0.5842234979338768,0.003322456442804082
vit,complex,finetune,test_d,0.5541049724932717,0.005663688770876779,0.5734911814979088,0.0,0.7289410811339472,0.0,0.5734911814979088,0.0,1.0,0.0,0.0,0.0,0.9914261910305701,0.01933260057003638
vit,complex,finetune,val,0.5090577077276549,0.0018054422036821748,0.5990811804862821,3.7168255091802836e-06,0.7492809086257998,1.7415990176867217e-06,0.5990800922416928,2.2266852349965307e-06,1.0,0.0,6.770366107547266e-06,9.270705599180212e-06,0.5926865808468408,0.004951816897587111
vit,concat,finetune,test,0.8264619348655076,0.0034730807294189514,0.7568973382358599,0.004943119341463562,0.7741346599088416,0.007540281611073088,0.8284789269475272,0.008747978901574976,0.7268005175140161,0.018248010227025543,0.797366047266823,0.016697232927499715,0.6629824136910261,0.03418959897617596
vit,concat,finetune,test_d,0.7122814803462081,0.005616101103587332,0.6600669425711884,0.005268727009558782,0.6971065719993124,0.00803094782787562,0.7127816239612986,0.006126083373411909,0.6823786477550434,0.01803957088180343,0.6300662354063039,0.018471783564579635,1.3643854794019425,0.11881152680611273
vit,concat,finetune,val,0.9276872677316105,0.0062726792589150255,0.8632478980476781,0.008718021886036506,0.8883375079671708,0.00690127109173715,0.8696554565060779,0.010503754152588467,0.907938198047167,0.00937999841178988,0.7964692540749141,0.018973559949743604,0.39683445587857774,0.03630768507693523
vit,concat_frequency,finetune,test,0.7914912888701051,0.007238794150677548,0.7166108811906764,0.005161381125998721,0.7669458811053653,0.005679446470676707,0.7258049349821887,0.006785929437372286,0.813273276151229,0.01592788092625795,0.5866369423468467,0.020232236348870128,0.6580686369698234,0.06853662671096226
vit,concat_frequency,finetune,test_d,0.6756137909949248,0.00646626159219269,0.6443173011921054,0.003400749957370358,0.7325536127673593,0.003697649303843052,0.6440189315898699,0.00454431193694447,0.8495203411759068,0.01474274561559838,0.3683977217082034,0.02230533068186541,1.0612060796706622,0.095571235237214
